,1950,1960,1970,1980,1990
minkgårder,0.0,6.0,0.0,0.0,0.0
minkheradet,0.0,2.0,0.0,0.0,0.0
minkoppdretter,0.0,0.0,0.0,0.0,2.0
minkvaksinen,0.0,0.0,1.0,1.0,0.0
minne,3.0,5.0,0.0,4.0,8.0
minnelse,0.0,0.0,0.0,0.0,2.0
minner,2.0,6.0,2.0,11.0,39.0
minnes,0.0,0.0,0.0,0.0,2.0
minnestein,2.0,0.0,0.0,0.0,0.0
minnet,0.0,0.0,0.0,0.0,2.0
minske,0.0,0.0,2.0,2.0,2.0
minsker,0.0,2.0,4.0,0.0,0.0
minskes,0.0,1.0,1.0,0.0,0.0
minsket,0.0,2.0,0.0,0.0,0.0
minst,39.0,38.0,25.0,55.0,92.0
minste,11.0,5.0,3.0,3.0,18.0
mint,2.0,0.0,0.0,0.0,2.0
mintes,0.0,2.0,0.0,0.0,0.0
mints,0.0,0.0,0.0,0.0,1.0
minus,0.0,2.0,0.0,0.0,2.0
minusfaktoren,2.0,0.0,0.0,0.0,0.0
minutt,0.0,2.0,0.0,0.0,0.0
minutter,4.0,0.0,0.0,1.0,7.0
minutters,0.0,0.0,0.0,2.0,2.0
minuttet,0.0,6.0,0.0,0.0,0.0
mio,0.0,0.0,0.0,0.0,2.0
mirakel,0.0,0.0,0.0,0.0,2.0
mirakelet,0.0,0.0,0.0,0.0,2.0
mirakelkur,0.0,0.0,0.0,2.0,6.0
mirakelkurer,0.0,0.0,0.0,1.0,1.0
mirakelmedisin,0.0,0.0,0.0,2.0,0.0
mirakelmedisiner,0.0,0.0,0.0,0.0,2.0
misbruk,0.0,0.0,0.0,2.0,0.0
misbrukere,0.0,0.0,0.0,0.0,6.0
misbrukermiljøet,0.0,0.0,0.0,0.0,2.0
misbrukes,0.0,0.0,0.0,0.0,2.0
misbrukte,0.0,0.0,0.0,0.0,2.0
misdannelse,0.0,1.0,1.0,0.0,0.0
misdannelser,0.0,0.0,0.0,2.0,2.0
misfornøyde,0.0,0.0,0.0,2.0,0.0
misforstå,0.0,0.0,4.0,0.0,0.0
misforståelsc,0.0,0.0,2.0,0.0,0.0
misforståelse,0.0,0.0,2.0,0.0,2.0
misforstått,0.0,0.0,0.0,1.0,1.0
mishandlet,0.0,0.0,2.0,0.0,0.0
misjon,0.0,0.0,0.0,2.0,0.0
misjoner,2.0,0.0,0.0,0.0,0.0
misjonslege,0.0,0.0,2.0,0.0,0.0
misjonsmarkene,0.0,0.0,2.0,0.0,0.0
misjonsvener,0.0,0.0,2.0,0.0,0.0
misjonæren,0.0,0.0,2.0,0.0,0.0
miskreditt,0.0,0.0,0.0,2.0,0.0
mislvkket,0.0,0.0,0.0,0.0,2.0
mislykke,0.0,2.0,0.0,0.0,0.0
mislykkede,0.0,0.0,0.0,2.0,1.0
mislykkef,0.0,2.0,0.0,0.0,0.0
mislykkes,0.0,0.0,0.0,2.0,0.0
mislykket,0.0,10.0,0.0,2.0,6.0
mismot,0.0,2.0,0.0,0.0,0.0
misnoyc,0.0,2.0,0.0,0.0,0.0
misstillit,2.0,0.0,0.0,0.0,0.0
mistanke,2.0,2.0,2.0,6.0,11.0
mistanken,0.0,0.0,0.0,2.0,0.0
mistanker,0.0,0.0,0.0,2.0,0.0
miste,2.0,4.0,1.0,3.0,2.0
mistel,2.0,0.0,0.0,0.0,2.0
mistenkelige,0.0,0.0,0.0,1.0,1.0
mistenkeliggjore,2.0,0.0,0.0,0.0,0.0
mistenkt,4.0,0.0,0.0,0.0,0.0
mistenkte,0.0,0.0,0.0,0.0,2.0
mister,0.0,0.0,0.0,0.0,5.0
mistet,6.0,0.0,0.0,6.0,14.0
mistilpasning,0.0,0.0,0.0,4.0,0.0
mistro,0.0,0.0,0.0,0.0,2.0
mistroisk,0.0,0.0,0.0,2.0,0.0
misunnelse,0.0,0.0,0.0,2.0,0.0
misvisende,0.0,0.0,0.0,0.0,2.0
mitt,0.0,0.0,2.0,4.0,6.0
mittet,0.0,2.0,0.0,0.0,0.0
mizi,0.0,0.0,0.0,2.0,0.0
mjølka,0.0,2.0,0.0,0.0,0.0
mk,2.0,0.0,0.0,0.0,2.0
mkomedier,0.0,0.0,0.0,0.0,2.0
ml,18.0,0.0,0.0,6.0,4.0
ml-,0.0,0.0,2.0,0.0,0.0
mlljovennlige,0.0,0.0,0.0,0.0,2.0
mllliardressursene,0.0,0.0,0.0,2.0,0.0
mlllioner,0.0,0.0,0.0,1.0,1.0
mlltbra,0.0,2.0,0.0,0.0,0.0
mlltforstørrelse,0.0,0.0,0.0,2.0,0.0
mlnlatyrhun-,0.0,0.0,0.0,0.0,2.0
mlnnefrimerke,0.0,0.0,0.0,2.0,0.0
mm,2.0,0.0,0.0,0.0,13.0
mm.,2.0,0.0,0.0,0.0,2.0
mmT,0.0,0.0,2.0,0.0,0.0
mmen,2.0,0.0,0.0,0.0,0.0
mmi,0.0,0.0,0.0,2.0,0.0
mmii,0.0,0.0,0.0,0.0,2.0
mmm,0.0,0.0,0.0,0.0,4.0
mmmmmm,0.0,0.0,0.0,0.0,2.0
mmmmmmm,0.0,0.0,0.0,0.0,4.0
mmmmmmmmmmmiimmmamammmmmmammmaaammism,0.0,0.0,0.0,0.0,2.0
mmmmßammmmmami,0.0,0.0,0.0,0.0,2.0
mn,0.0,0.0,0.0,0.0,2.0
mn-,2.0,0.0,0.0,0.0,0.0
mnclr,0.0,0.0,0.0,0.0,2.0
mnd,2.0,2.0,0.0,0.0,6.0
mnd.,2.0,0.0,6.0,0.0,40.0
mndr,0.0,0.0,0.0,2.0,16.0
mndrs,0.0,0.0,0.0,0.0,2.0
mnger,0.0,0.0,0.0,2.0,0.0
mnn,1.0,2.0,0.0,0.0,0.0
mnnce,2.0,0.0,0.0,0.0,0.0
mnrkedsfort,0.0,0.0,2.0,0.0,0.0
mnt,2.0,0.0,0.0,0.0,0.0
mntie,0.0,0.0,0.0,0.0,2.0
mo,6.0,6.0,4.0,6.0,7.0
mob,0.0,0.0,0.0,0.0,2.0
mobbeproblemet,0.0,0.0,0.0,0.0,2.0
mobbesjuken,0.0,0.0,0.0,4.0,0.0
mobbing,0.0,0.0,0.0,0.0,2.0
mobil,0.0,0.0,0.0,0.0,4.0
mobilise,0.0,0.0,0.0,1.0,1.0
mobilisere,0.0,0.0,2.0,0.0,0.0
mobiliseres,0.0,0.0,0.0,3.0,1.0
mobiltelefon,0.0,0.0,0.0,0.0,2.0
mobler,0.0,2.0,0.0,0.0,0.0
mod,9.0,17.0,0.0,0.0,5.0
mod.,0.0,2.0,0.0,0.0,4.0
modell,0.0,0.0,2.0,4.0,0.0
moden,4.0,0.0,0.0,0.0,2.0
moderat,0.0,0.0,2.0,0.0,2.0
moderne,18.0,12.0,1.0,11.0,22.0
modi-,0.0,0.0,0.0,0.0,2.0
modiene,1.0,1.0,0.0,0.0,0.0
modifisere,0.0,0.0,0.0,0.0,2.0
modifisert,9.0,7.0,0.0,0.0,16.0
modifiserte,0.0,2.0,0.0,0.0,0.0
modning,4.0,0.0,0.0,0.0,0.0
modre,0.0,0.0,4.0,0.0,0.0
modrene,1.0,1.0,2.0,0.0,0.0
modum,2.0,0.0,0.0,0.0,0.0
moen,2.0,0.0,0.0,0.0,0.0
mof,0.0,0.0,4.0,0.0,0.0
moft,0.0,2.0,0.0,0.0,0.0
mogeleg,4.0,6.0,9.0,10.0,1.0
moget,2.0,0.0,0.0,0.0,0.0
mogleg,0.0,0.0,0.0,6.0,2.0
moi,11.0,7.0,2.0,4.0,8.0
moi-,0.0,2.0,0.0,0.0,0.0
mokokkvaksinen,0.0,0.0,0.0,0.0,2.0
mol,17.0,39.0,11.0,14.0,50.0
molekylet,0.0,0.0,0.0,0.0,4.0
molekylstrukturen,0.0,0.0,0.0,0.0,2.0
molekylvariant,0.0,2.0,0.0,0.0,0.0
molekylærbiologiske,0.0,0.0,0.0,2.0,2.0
mon,9.0,4.0,1.0,0.0,0.0
monaleg,0.0,0.0,0.0,2.0,0.0
mondag,2.0,0.0,0.0,0.0,0.0
moner,0.0,0.0,2.0,0.0,2.0
moningokokk,0.0,0.0,0.0,0.0,2.0
monnesker,2.0,0.0,0.0,0.0,0.0
monopol,0.0,0.0,0.0,2.0,0.0
monopolisering,0.0,0.0,0.0,0.0,4.0
monoskjerrr,0.0,0.0,0.0,0.0,2.0
monovalente,0.0,1.0,1.0,0.0,0.0
mons,2.0,0.0,0.0,0.0,0.0
monstrasjonsbil,0.0,0.0,0.0,0.0,2.0
montering,0.0,0.0,0.0,0.0,2.0
monument,1.0,1.0,0.0,0.0,0.0
monumentet,2.0,0.0,0.0,0.0,0.0
moped,0.0,0.0,0.0,0.0,2.0
mopedister,0.0,0.0,0.0,0.0,2.0
mor,18.0,4.0,4.0,3.0,23.0
mora,0.0,0.0,0.0,2.0,0.0
moral,0.0,2.0,0.0,2.0,4.0
moralen,0.0,0.0,0.0,0.0,2.0
moralsk,0.0,0.0,0.0,2.0,4.0
moralske,0.0,2.0,0.0,2.0,3.0
mordsaker,2.0,0.0,0.0,0.0,0.0
mordyret,0.0,0.0,2.0,0.0,0.0
more,2.0,0.0,0.0,0.0,0.0
moren,2.0,7.0,3.0,4.0,7.0
morens,0.0,0.0,0.0,0.0,2.0
morfin,0.0,0.0,2.0,0.0,0.0
morgen,8.0,0.0,7.0,1.0,16.0
morgendagen,0.0,2.0,0.0,0.0,0.0
morgendagens,0.0,0.0,0.0,0.0,2.0
morgenen,0.0,2.0,0.0,0.0,2.0
morgennummeret,0.0,2.0,0.0,0.0,0.0
morgentimene,0.0,0.0,0.0,1.0,1.0
morgentur,2.0,0.0,0.0,0.0,0.0
morgenutgaven,2.0,0.0,0.0,0.0,0.0
morgenutpnve,2.0,0.0,0.0,0.0,0.0
morges,12.0,6.0,4.0,4.0,4.0
morgon,0.0,0.0,0.0,0.0,1.0
mori,0.0,2.0,0.0,0.0,0.0
morkake,2.0,0.0,0.0,0.0,0.0
morke,0.0,0.0,0.0,0.0,2.0
moro,0.0,0.0,0.0,0.0,4.0
morrakveld,2.0,0.0,0.0,0.0,0.0
morron,0.0,0.0,0.0,0.0,26.0
mors,0.0,0.0,0.0,0.0,2.0
morsauen,0.0,2.0,0.0,0.0,0.0
morsmelk,0.0,0.0,0.0,0.0,4.0
morsmelken,0.0,0.0,0.0,0.0,2.0
morsmelkerstatning,0.0,0.0,0.0,0.0,2.0
moseksuelle,0.0,0.0,0.0,2.0,0.0
mosjonere,0.0,0.0,0.0,0.0,2.0
moskitomygg,0.0,0.0,0.0,0.0,1.0
moskétårnet,0.0,0.0,0.0,2.0,0.0
mossinger,0.0,0.0,0.0,0.0,14.0
mot,3089.0,2531.0,2187.0,4937.0,8306.0
motAsiasyken,4.0,0.0,0.0,0.0,0.0
mota,2.0,0.0,0.0,0.0,0.0
motaksjoner,2.0,0.0,0.0,0.0,0.0
motarbaider,0.0,0.0,0.0,1.0,1.0
motarbeide,6.0,0.0,0.0,0.0,0.0
motarbeidelse,2.0,0.0,0.0,0.0,0.0
motarbeidet,0.0,0.0,0.0,0.0,3.0
motargumenter,0.0,0.0,0.0,2.0,0.0
motataridsstoffene,2.0,0.0,0.0,0.0,0.0
motbevegelse,2.0,0.0,0.0,0.0,0.0
mote,7.0,6.0,3.0,1.0,5.0
moteforburf,2.0,0.0,0.0,0.0,0.0
motes,2.0,0.0,0.0,0.0,0.0
motestoffer,0.0,0.0,0.0,0.0,2.0
motet,0.0,0.0,0.0,2.0,2.0
motetand,2.0,0.0,0.0,0.0,0.0
motforestillinger,0.0,0.0,2.0,0.0,2.0
motforholdsregler,2.0,0.0,0.0,0.0,0.0
motgift,2.0,5.0,7.0,8.0,8.0
motgifta,0.0,0.0,0.0,2.0,0.0
motgifter,0.0,2.0,2.0,0.0,0.0
motgranbarkbillen,0.0,0.0,0.0,0.0,2.0
mothjernehinnebetennelse,0.0,0.0,0.0,6.0,0.0
mothjernehinnebetennelsp,0.0,0.0,0.0,2.0,0.0
motivere,0.0,0.0,0.0,6.0,2.0
motiverende,0.0,0.0,0.0,0.0,2.0
motivet,0.0,0.0,0.0,2.0,0.0
motkandidat,1.0,1.0,0.0,0.0,0.0
motkreft,0.0,0.0,0.0,0.0,2.0
motlal,0.0,0.0,0.0,0.0,2.0
motmiddel,0.0,0.0,2.0,0.0,0.0
motor,0.0,0.0,0.0,0.0,2.0
motorsykkel,0.0,0.0,0.0,0.0,2.0
motorsyklister,0.0,0.0,0.0,0.0,2.0
motsatt,2.0,0.0,0.0,0.0,4.0
motsatte,2.0,0.0,0.0,2.0,0.0
motsetning,6.0,28.0,4.0,1.0,21.0
motsetning-,0.0,2.0,0.0,0.0,0.0
motsetninger,0.0,0.0,0.0,4.0,2.0
motsetter,2.0,0.0,0.0,2.0,0.0
motsjukdomen,0.0,0.0,0.0,2.0,0.0
motstand,2.0,2.0,2.0,3.0,14.0
motstanden,4.0,0.0,0.0,0.0,0.0
motstanderne,0.0,4.0,0.0,0.0,2.0
motstands,0.0,0.0,2.0,0.0,0.0
motstandsdvKtiFe,2.0,0.0,0.0,0.0,0.0
motstandsdyktig,2.0,2.0,0.0,3.0,13.0
motstandsdyktige,0.0,8.0,12.0,4.0,3.0
motstandsdyktigere,0.0,2.0,0.0,0.0,0.0
motstandsdyktighefc,1.0,1.0,0.0,0.0,0.0
motstandsdyktighet,2.0,2.0,0.0,0.0,0.0
motstandsevne,2.0,0.0,0.0,0.0,4.0
motstandsevnen,10.0,0.0,0.0,0.0,0.0
motstandskraft,8.0,2.0,33.0,13.0,36.0
motstandskraften,16.0,0.0,0.0,1.0,5.0
motstandskreft,0.0,0.0,0.0,0.0,2.0
motstandsstoffer,2.0,1.0,1.0,0.0,8.0
motstandsstoffet,1.0,0.0,0.0,0.0,0.0
motsto,0.0,0.0,2.0,0.0,0.0
motstoff,0.0,0.0,0.0,1.0,3.0
motstoffdannelse,0.0,0.0,0.0,0.0,2.0
motstoffene,0.0,0.0,2.0,0.0,0.0
motstoffer,3.0,5.0,0.0,0.0,2.0
motstykke,0.0,0.0,0.0,0.0,10.0
motstå,1.0,1.0,2.0,0.0,2.0
mott,0.0,0.0,2.0,0.0,0.0
motta,0.0,0.0,6.0,2.0,2.0
mottagelig,1.0,1.0,2.0,0.0,0.0
mottagelige,2.0,1.0,1.0,0.0,2.0
mottagelighet,0.0,2.0,0.0,0.0,0.0
mottakeleg,0.0,0.0,0.0,0.0,2.0
mottakelig,0.0,0.0,0.0,4.0,0.0
mottakelige,4.0,2.0,0.0,0.0,2.0
mottakelighet,0.0,2.0,0.0,0.0,0.0
mottakerne,0.0,0.0,0.0,0.0,2.0
mottar,1.0,0.0,0.0,2.0,4.0
mottas,4.0,2.0,0.0,0.0,0.0
mottatt,10.0,13.0,1.0,4.0,8.0
mottatte,0.0,2.0,0.0,0.0,0.0
motte,0.0,0.0,0.0,0.0,2.0
mottiltak,0.0,4.0,2.0,0.0,0.0
mottok,2.0,2.0,2.0,1.0,3.0
mottpk,0.0,0.0,2.0,0.0,0.0
mottrekk,0.0,0.0,0.0,2.0,0.0
motuvoren,0.0,0.0,0.0,0.0,2.0
motverge,0.0,2.0,0.0,0.0,0.0
motvilje,0.0,2.0,0.0,0.0,0.0
motviljen,0.0,0.0,0.0,6.0,4.0
motvirke,6.0,0.0,8.0,2.0,4.0
motvirker,11.0,7.0,0.0,0.0,4.0
motvirkes,0.0,0.0,2.0,8.0,0.0
motvåpen,0.0,0.0,0.0,2.0,0.0
mptomene,0.0,0.0,0.0,0.0,2.0
mr,2.0,0.0,0.0,0.0,0.0
mrTWt,0.0,0.0,0.0,0.0,2.0
mrd,0.0,2.0,2.0,2.0,0.0
mrert,2.0,0.0,0.0,0.0,0.0
mrk,2.0,0.0,0.0,0.0,0.0
mrunkulose,0.0,0.0,0.0,0.0,2.0
ms,0.0,0.0,2.0,0.0,0.0
ms-foreningen,0.0,0.0,0.0,2.0,0.0
ms.,0.0,0.0,0.0,4.0,0.0
mssernes,2.0,0.0,0.0,0.0,0.0
msst,0.0,2.0,0.0,0.0,0.0
msstatus,0.0,0.0,0.0,0.0,2.0
mt,4.0,0.0,0.0,2.0,2.0
mt-ns,0.0,0.0,2.0,0.0,0.0
mtf,0.0,2.0,0.0,0.0,0.0
mtihgheter,2.0,0.0,0.0,0.0,0.0
mtm,0.0,0.0,0.0,0.0,2.0
mu,2.0,0.0,0.0,2.0,0.0
mudre,0.0,0.0,2.0,0.0,0.0
muijøfokiorrr,0.0,0.0,0.0,0.0,2.0
mul,0.0,0.0,0.0,0.0,2.0
muleog,4.0,0.0,0.0,0.0,0.0
muli,2.0,0.0,0.0,0.0,0.0
mulig,354.0,208.0,138.0,213.0,288.0
mulig-,0.0,0.0,0.0,2.0,0.0
mulig.Veterinærene,0.0,0.0,0.0,0.0,2.0
mulige,19.0,8.0,4.0,16.0,22.0
muligehs,0.0,2.0,0.0,0.0,0.0
muligens,57.0,47.0,24.0,18.0,14.0
muliggjor,0.0,0.0,2.0,0.0,0.0
muliggjorde,2.0,0.0,0.0,2.0,0.0
muliggjør,0.0,0.0,8.0,0.0,0.0
mulighet,31.0,31.0,13.0,24.0,26.0
mulighet.-n,0.0,0.0,0.0,0.0,2.0
muligheten,22.0,58.0,8.0,18.0,16.0
mulighetene,8.0,34.0,31.0,22.0,17.0
mulighetenes,2.0,1.0,1.0,0.0,0.0
muligheter,50.0,20.0,16.0,24.0,22.0
mulightene,0.0,2.0,0.0,0.0,0.0
mulij,0.0,0.0,2.0,0.0,0.0
muljgnetene,4.0,0.0,0.0,0.0,0.0
mullfeens,0.0,0.0,2.0,0.0,0.0
mullghel,2.0,0.0,0.0,0.0,0.0
mullghet,0.0,1.0,1.0,0.0,0.0
mulm,2.0,0.0,0.0,0.0,0.0
multepel,4.0,0.0,0.0,0.0,0.0
multi-etnisk,0.0,0.0,0.0,0.0,2.0
multilaterale,0.0,2.0,0.0,0.0,0.0
multimilliard-konsernene,0.0,0.0,0.0,0.0,1.0
multipel,36.0,0.0,6.0,6.0,0.0
multiple,2.0,0.0,0.0,0.0,0.0
multippel,0.0,0.0,0.0,0.0,10.0
multisenterundersøkelse,0.0,0.0,0.0,0.0,2.0
multivaksine,0.0,0.0,0.0,2.0,2.0
multivalente,0.0,8.0,0.0,0.0,0.0
mummmmmmmammumm,0.0,0.0,0.0,0.0,2.0
mun,4.0,2.0,0.0,0.0,0.0
munglobulincr,0.0,0.0,0.0,0.0,2.0
munn,4.0,4.0,0.0,0.0,0.0
munn-,75.0,55.0,7.0,39.0,2.0
munn-og-,0.0,0.0,2.0,0.0,0.0
munndiare,0.0,0.0,1.0,1.0,0.0
munnen,34.0,101.0,12.0,9.0,12.0
munnet,0.0,1.0,1.0,0.0,0.0
munnhulen,0.0,0.0,2.0,5.0,5.0
munnog,10.0,8.0,0.0,10.0,0.0
munnsex,0.0,0.0,0.0,0.0,2.0
munnslimhinnen,0.0,0.0,6.0,0.0,0.0
munnutslettet,0.0,8.0,0.0,0.0,0.0
munriog,2.0,0.0,0.0,0.0,0.0
munter,0.0,0.0,0.0,2.0,0.0
muntlig,0.0,0.0,0.0,0.0,2.0
muntlige,0.0,0.0,0.0,0.0,1.0
muntrende,2.0,0.0,0.0,0.0,0.0
mur,0.0,4.0,0.0,0.0,0.0
muramyl-eggehvite,0.0,0.0,0.0,2.0,0.0
murmur,0.0,0.0,0.0,0.0,8.0
mus,45.0,24.0,2.0,10.0,10.0
musas,0.0,0.0,0.0,0.0,2.0
museklikk,0.0,0.0,0.0,0.0,2.0
musene,6.0,0.0,0.0,0.0,0.0
musepest,0.0,0.0,0.0,2.0,0.0
museum,0.0,2.0,0.0,0.0,0.0
musevirus-angrep,0.0,0.0,0.0,2.0,0.0
musikalsk,2.0,0.0,0.0,0.0,2.0
musikk,2.0,0.0,0.0,0.0,6.0
musikkomiteen,2.0,0.0,0.0,0.0,0.0
muskelskader,0.0,0.0,0.0,0.0,2.0
muskelsmerter,0.0,0.0,0.0,0.0,4.0
muskler,0.0,0.0,0.0,0.0,2.0
muskulaturen,0.0,0.0,0.0,0.0,2.0
muslimen,0.0,0.0,0.0,0.0,2.0
muslimene,0.0,0.0,0.0,2.0,0.0
must,0.0,0.0,0.0,2.0,0.0
mut,6.0,0.0,0.0,0.0,4.0
mutans,0.0,0.0,0.0,2.0,2.0
mutant,0.0,0.0,0.0,0.0,4.0
mutant-variasjon,0.0,0.0,0.0,2.0,0.0
mutasjon,0.0,0.0,3.0,1.0,2.0
mutasjoner,0.0,0.0,3.0,3.0,8.0
mutere,0.0,0.0,0.0,0.0,24.0
muterer,0.0,0.0,0.0,0.0,4.0
muterte,0.0,0.0,0.0,0.0,2.0
mutt,0.0,0.0,0.0,0.0,2.0
mv,0.0,0.0,0.0,0.0,2.0
mwW,0.0,2.0,0.0,0.0,0.0
mwl,0.0,0.0,0.0,0.0,2.0
mwr,0.0,0.0,0.0,0.0,2.0
mye,76.0,10.0,47.0,79.0,162.0
myefriskere,0.0,0.0,0.0,0.0,2.0
myelitt,4.0,2.0,0.0,0.0,0.0
myelittvaksinen,2.0,0.0,0.0,0.0,0.0
myen,0.0,0.0,0.0,0.0,2.0
mygg,0.0,0.0,0.0,3.0,13.0
mygg-bestanden,0.0,0.0,0.0,0.0,2.0
myggbestanden,0.0,0.0,2.0,0.0,0.0
myggen,0.0,0.0,0.0,3.0,5.0
myggens,0.0,0.0,0.0,2.0,2.0
myggforskeren,0.0,0.0,0.0,2.0,0.0
myggmiddel,0.0,0.0,0.0,0.0,2.0
myggnett,0.0,0.0,0.0,0.0,6.0
myggolje,0.0,0.0,0.0,2.0,0.0
myggstift,0.0,0.0,0.0,0.0,4.0
myggstikk,0.0,0.0,0.0,1.0,10.0
myggsykdommen,0.0,0.0,0.0,0.0,3.0
myggtypene,0.0,0.0,0.0,0.0,1.0
myhdigheter,2.0,0.0,0.0,0.0,0.0
myhre,0.0,0.0,0.0,0.0,2.0
mykje,16.0,2.0,6.0,2.0,8.0
mylig,0.0,2.0,0.0,0.0,0.0
myn,2.0,0.0,0.0,0.0,0.0
myndige,2.0,0.0,0.0,0.0,0.0
myndighet,0.0,8.0,0.0,0.0,0.0
myndigheta,0.0,2.0,0.0,0.0,0.0
myndighetenc,0.0,0.0,0.0,2.0,0.0
myndighetene,32.0,30.0,26.0,13.0,14.0
myndighetenefordi,0.0,0.0,0.0,0.0,2.0
myndighetenes,4.0,0.0,0.0,0.0,0.0
myndigheter,27.0,9.0,14.0,10.0,13.0
myndigheters,0.0,0.0,0.0,2.0,0.0
myndighets-,0.0,0.0,0.0,0.0,2.0
myndighétene,4.0,0.0,0.0,0.0,0.0
myndiqheter,2.0,0.0,0.0,0.0,0.0
myndlghetene,0.0,0.0,0.0,2.0,0.0
myrde,0.0,2.0,0.0,0.0,0.0
mysenna,0.0,0.0,0.0,0.0,2.0
mysterier,4.0,0.0,0.0,0.0,0.0
mysterium,0.0,0.0,0.0,2.0,0.0
mystiske,2.0,0.0,0.0,0.0,4.0
mytene,0.0,0.0,0.0,2.0,0.0
myter,0.0,0.0,0.0,2.0,0.0
mytt,0.0,0.0,0.0,2.0,4.0
må,345.0,293.0,175.0,332.0,684.0
måhed,2.0,0.0,0.0,0.0,0.0
måjieds,0.0,0.0,0.0,2.0,0.0
mål,34.0,17.0,36.0,29.0,41.0
måla,0.0,0.0,2.0,0.0,0.0
målbevisst,0.0,0.0,0.0,2.0,0.0
måle,28.0,2.0,2.0,0.0,6.0
måleapparater,0.0,2.0,0.0,0.0,0.0
måler,0.0,0.0,2.0,4.0,7.0
måles,0.0,0.0,0.0,1.0,1.0
målestokk,33.0,17.0,2.0,4.0,0.0
målet,7.0,12.0,7.0,12.0,44.0
måleter,0.0,0.0,4.0,0.0,0.0
målgruppa,0.0,0.0,0.0,0.0,2.0
målgruppe,0.0,0.0,0.0,0.0,2.0
målgruppen,0.0,0.0,0.0,0.0,8.0
målgruppene,0.0,0.0,0.0,2.0,0.0
måling,0.0,0.0,0.0,0.0,4.0
målinger,8.0,0.0,0.0,0.0,0.0
målsak,0.0,0.0,0.0,2.0,0.0
målsetting,0.0,0.0,2.0,0.0,0.0
målsettingen,0.0,8.0,0.0,2.0,0.0
målskrekken,0.0,0.0,0.0,0.0,2.0
målsmann,6.0,0.0,0.0,0.0,0.0
målstokk,2.0,0.0,0.0,0.0,0.0
målstreken,0.0,0.0,0.0,0.0,2.0
målt,0.0,0.0,2.0,0.0,0.0
måltid,2.0,0.0,0.0,0.0,0.0
måltider,0.0,0.0,0.0,0.0,2.0
måltørke,0.0,0.0,0.0,0.0,2.0
mån,2.0,2.0,0.0,0.0,0.0
månadene,0.0,0.0,1.0,1.0,0.0
månader,6.0,0.0,0.0,2.0,6.0
måncders,0.0,0.0,0.0,0.0,2.0
måndag,35.0,6.0,4.0,20.0,10.0
månders,0.0,0.0,0.0,2.0,2.0
måne,0.0,0.0,0.0,0.0,2.0
måned,37.0,18.0,4.0,14.0,24.0
måneden,6.0,4.0,2.0,4.0,4.0
månedene,0.0,0.0,0.0,2.0,8.0
måneder,83.0,44.0,22.0,50.0,100.0
måneders,6.0,2.0,1.0,5.0,14.0
måneders-alderen,2.0,0.0,0.0,0.0,2.0
månedlige,0.0,0.0,0.0,0.0,2.0
måneds,4.0,8.0,3.0,4.0,15.0
månedskiftet,0.0,0.0,0.0,0.0,4.0
månedsskiftet,2.0,2.0,4.0,2.0,7.0
månedsskittet,0.0,0.0,0.0,0.0,2.0
månedsvis,0.0,0.0,0.0,0.0,2.0
månen,0.0,2.0,0.0,0.0,0.0
månereiser,0.0,2.0,0.0,0.0,0.0
måni,0.0,0.0,0.0,0.0,2.0
månter,2.0,0.0,0.0,0.0,0.0
måt,2.0,0.0,2.0,0.0,0.0
måta,0.0,0.0,2.0,0.0,0.0
måtar,0.0,0.0,0.0,3.0,1.0
måte,89.0,41.0,14.0,24.0,42.0
måteif,0.0,0.0,2.0,0.0,0.0
måtelig,2.0,0.0,0.0,0.0,0.0
måten,26.0,10.0,16.0,33.0,42.0
måten.men,0.0,0.0,0.0,2.0,0.0
måter,2.0,0.0,0.0,4.0,16.0
måtta,2.0,0.0,0.0,2.0,2.0
måtte,103.0,78.0,33.0,53.0,74.0
måttet,4.0,9.0,9.0,6.0,8.0
mædi,0.0,0.0,0.0,2.0,0.0
mærene,0.0,0.0,0.0,2.0,7.0
mærer,0.0,0.0,0.0,4.0,0.0
mærmest,0.0,2.0,0.0,0.0,0.0
méd,14.0,3.0,1.0,2.0,0.0
médismerharkommet,0.0,0.0,0.0,0.0,2.0
mén,1.0,1.0,0.0,2.0,0.0
méslinger,0.0,2.0,0.0,0.0,0.0
møbel,0.0,0.0,0.0,2.0,0.0
møbelvirus,0.0,0.0,0.0,0.0,4.0
møbler,0.0,0.0,0.0,0.0,4.0
mødre,2.0,7.0,3.0,2.0,16.0
mødrehygiene,2.0,0.0,0.0,0.0,0.0
mødrene,5.0,5.0,6.0,2.0,4.0
møllen,2.0,0.0,0.0,0.0,0.0
møn,0.0,0.0,0.0,2.0,0.0
mønster,12.0,1.0,3.0,0.0,2.0
mønsterplanen,0.0,0.0,0.0,2.0,0.0
mønstrer,0.0,2.0,0.0,0.0,0.0
møre,0.0,2.0,0.0,0.0,0.0
mørke,0.0,2.0,0.0,2.0,8.0
mørket,0.0,0.0,0.0,1.0,1.0
mørketallene,0.0,0.0,0.0,0.0,2.0
mørketida,0.0,0.0,0.0,0.0,2.0
mørketiden,0.0,0.0,0.0,0.0,2.0
mørron,0.0,0.0,0.0,0.0,2.0
møt,3.0,1.0,0.0,0.0,4.0
møta,0.0,0.0,0.0,8.0,0.0
møtar,0.0,2.0,0.0,0.0,0.0
møte,41.0,25.0,14.0,10.0,62.0
